window,channel,mean,std,min,max,%flat,%saturated,flag
start,RL3-RL4,-4.9e-07,0.00010301,-0.00063202,0.00089472,0.0,0.0,ok
start,RL4-RL5,0.0,5.293e-05,-0.00041614,0.00022521,0.0,0.0,ok
start,RL5-RL6,-6e-08,3.062e-05,-0.00013202,0.00018699,0.0,0.0,ok
start,RL6-RL7,4e-08,3.324e-05,-0.00012421,0.00018202,0.0,0.0,ok
start,RL7-RL8,1e-08,8.44e-06,-3.924e-05,7.125e-05,0.0,0.0,ok
start,RIA1-RIA2,5e-08,2.519e-05,-0.00012228,9.241e-05,0.0,0.0,ok
start,RIA2-RIA3,1.9e-07,2.678e-05,-0.00010607,0.00011239,0.0,0.0,ok
start,RIA3-RIA4,4e-08,0.00010902,-0.00038645,0.00056291,0.0,0.0,ok
start,RIA4-RIA5,-8e-08,4.631e-05,-0.00020051,0.00018204,0.0,0.0,ok
start,RIA5-RIA6,-2e-08,1.392e-05,-6.736e-05,4.941e-05,0.0,0.0,ok
start,RIA6-RIA7,-1e-08,2.575e-05,-0.00012703,0.00010449,0.0,0.0,ok
start,RIA7-RIA8,-2.7e-07,5.875e-05,-0.00030249,0.00025672,0.0,0.0,ok
start,RIA8-RIA9,-5e-08,3.062e-05,-0.00013662,0.00011895,0.0,0.0,ok
start,RIA9-RIA10,-4.4e-07,2.846e-05,-0.00016469,0.00012399,0.0,0.0,ok
start,RIA10-RIA11,1.29e-06,7.28e-05,-0.00068346,0.00038913,0.0,0.0,ok
start,RIA11-RIA12,4.8e-07,4.42e-05,-0.00031806,0.00020441,0.0,0.0,ok
start,RIA12-RIA13,-1.9e-07,3.548e-05,-0.00020971,0.00023647,0.0,0.0,ok
start,RIA13-RIA14,-9.1e-07,8.394e-05,-0.0002998,0.00062761,0.0,0.0,ok
start,RIA14-RIA15,-2.7e-07,1.517e-05,-9.523e-05,8.821e-05,0.0,0.0,ok
start,RM1-RM2,1e-08,8.783e-05,-0.00029791,0.00046968,0.0,0.0,ok
start,RM2-RM3,-6e-08,6.399e-05,-0.00040336,0.00026844,0.0,0.0,ok
start,RM3-RM4,-0.0,2.786e-05,-0.00010567,0.00012225,0.0,0.0,ok
start,RM4-RM5,-9e-08,2.674e-05,-0.00011475,0.0001608,0.0,0.0,ok
start,RM5-RM6,2.4e-07,5.704e-05,-0.00026561,0.00032393,0.0,0.0,ok
start,RM6-RM7,-1e-08,3.76e-06,-1.445e-05,1.466e-05,0.0,0.0,ok
start,RM7-RM8,-8e-08,4.56e-06,-1.573e-05,1.443e-05,0.0,0.0,ok
start,LPX1-LPX2,1.3e-07,1.463e-05,-6.471e-05,6.423e-05,0.0,0.0,ok
start,LPX2-LPX3,0.0,1.149e-05,-7.829e-05,5.598e-05,0.0,0.0,ok
start,LPX3-LPX4,-7e-08,8.55e-06,-5.109e-05,4.098e-05,0.0,0.0,ok
start,LPX4-LPX5,-6e-08,7.84e-06,-5.537e-05,4.259e-05,0.0,0.0,ok
start,LPX5-LPX6,-1e-07,9.07e-06,-5.349e-05,5.383e-05,0.0,0.0,ok
start,LPX6-LPX7,-6e-08,1.279e-05,-6.229e-05,8.828e-05,0.0,0.0,ok
start,LPX7-LPX8,-1.6e-07,3.302e-05,-0.00018618,0.00018831,0.0,0.0,ok
start,LPX8-LPX9,-2.2e-07,5.68e-05,-0.00039402,0.00042298,0.0,0.0,ok
start,LPX9-LPX10,-6e-08,2.625e-05,-0.00014817,0.00016628,0.0,0.0,ok
start,LPX10-LPX11,3e-08,9.25e-06,-6.336e-05,5.227e-05,0.0,0.0,ok
start,LPX11-LPX12,4e-08,8.22e-06,-5.263e-05,4.434e-05,0.0,0.0,ok
start,LTS1-LTS2,2e-08,1.182e-05,-5.8e-05,9.857e-05,0.0,0.0,ok
start,LTS2-LTS3,2e-08,1.862e-05,-0.00012036,6.838e-05,0.0,0.0,ok
start,LTS3-LTS4,-1.7e-07,3.259e-05,-0.00011958,0.00015968,0.0,0.0,ok
start,LTS4-LTS5,-1e-08,4.917e-05,-0.00021431,0.00021939,0.0,0.0,ok
start,LTS5-LTS6,-1.5e-07,3.861e-05,-0.00028906,0.00021088,0.0,0.0,ok
start,LTS6-LTS7,1.7e-07,5.853e-05,-0.0002537,0.00035949,0.0,0.0,ok
start,LTS7-LTS8,1e-08,1.333e-05,-8.485e-05,5.116e-05,0.0,0.0,ok
start,LFO1-LFO2,8e-08,1.26e-05,-0.00011101,4.65e-05,0.0,0.0,ok
start,LFO2-LFO3,2.4e-07,2.767e-05,-0.00015731,0.00010838,0.0,0.0,ok
start,LFO3-LFO4,-2e-07,2.796e-05,-0.0001739,0.00015676,0.0,0.0,ok
start,LFO4-LFO5,-1.5e-07,2.554e-05,-9.694e-05,0.00018573,0.0,0.0,ok
start,LFO5-LFO6,-9e-08,1.739e-05,-6.679e-05,8.598e-05,0.0,0.0,ok
start,LFO6-LFO7,-9e-08,2.272e-05,-0.000114,0.00010807,0.0,0.0,ok
start,LFO7-LFO8,5e-08,8.44e-05,-0.00034502,0.00037733,0.0,0.0,ok
start,LTM1-LTM2,6e-08,1.424e-05,-8.794e-05,8.553e-05,0.0,0.0,ok
start,LTM2-LTM3,7e-08,2.004e-05,-8.671e-05,8.46e-05,0.0,0.0,ok
start,LTM3-LTM4,-1e-07,2.967e-05,-0.00018387,0.00019721,0.0,0.0,ok
start,LTM4-LTM5,-2e-08,5.259e-05,-0.00023521,0.00034713,0.0,0.0,ok
start,LTM5-LTM6,-1e-07,3.64e-05,-0.00030306,0.00025244,0.0,0.0,ok
start,LTM6-LTM7,2e-08,2.697e-05,-0.00020373,0.00031599,0.0,0.0,ok
start,LTM7-LTM8,-2e-08,1.085e-05,-8.83e-05,6.625e-05,0.0,0.0,ok
middle,RD1-RD2,2.8e-07,0.00011715,-0.00039153,0.00038752,0.0,0.0,ok
middle,RD2-RD3,-4e-08,6.114e-05,-0.00024053,0.00022233,0.0,0.0,ok
middle,RD3-RD4,9e-08,3.853e-05,-0.0001571,0.00012289,0.0,0.0,ok
middle,RD4-RD5,1.2e-07,5.659e-05,-0.00014917,0.00017693,0.0,0.0,ok
middle,RD5-RD6,-5e-08,1.638e-05,-5.368e-05,6.32e-05,0.0,0.0,ok
middle,RD6-RD7,-9e-08,1.613e-05,-5.4e-05,7.032e-05,0.0,0.0,ok
middle,RD7-RD8,-6e-08,7.37e-06,-2.866e-05,2.457e-05,0.0,0.0,ok
middle,RFO1-RFO2,6.7e-07,0.00010185,-0.00033301,0.00026163,0.0,0.0,ok
middle,RFO2-RFO3,-2.8e-07,6.819e-05,-0.00030815,0.00022412,0.0,0.0,ok
middle,RFO3-RFO4,-5e-07,6.58e-05,-0.00020502,0.00026386,0.0,0.0,ok
middle,RFO4-RFO5,-2.2e-07,4.989e-05,-0.00015293,0.00018175,0.0,0.0,ok
middle,RFO5-RFO6,9.2e-07,9.817e-05,-0.00026448,0.0002991,0.0,0.0,ok
middle,RFO6-RFO7,1.3e-07,1.545e-05,-5.77e-05,5.722e-05,0.0,0.0,ok
middle,RFO7-RFO8,-1e-08,8.65e-06,-3.889e-05,2.959e-05,0.0,0.0,ok
middle,RIP1-RIP2,-5.2e-07,5.037e-05,-0.00021368,0.0002031,0.0,0.0,ok
middle,RIP2-RIP3,-5.3e-07,0.00010774,-0.00030407,0.00046594,0.0,0.0,ok
middle,RIP3-RIP4,1.7e-07,6.365e-05,-0.00021728,0.00023108,0.0,0.0,ok
middle,RIP4-RIP5,4e-07,4.298e-05,-0.00016686,0.00017664,0.0,0.0,ok
middle,RIP5-RIP6,-4e-08,1.75e-05,-7.789e-05,5.802e-05,0.0,0.0,ok
middle,RIP9-RIP10,-1e-08,7.28e-06,-3.257e-05,3.436e-05,0.0,0.0,ok
middle,RIP10-RIP11,1e-08,8.28e-06,-3.573e-05,3.064e-05,0.0,0.0,ok
middle,RIP11-RIP12,7e-08,2.091e-05,-9.179e-05,0.00014157,0.0,0.0,ok
middle,RIP12-RIP13,2.3e-07,3.426e-05,-0.00017824,0.00021691,0.0,0.0,ok
middle,RIP13-RIP14,-3.7e-07,4.236e-05,-0.00034008,0.00023296,0.0,0.0,ok
middle,RIP14-RIP15,-3e-08,2.806e-05,-0.00017108,0.00015049,0.0,0.0,ok
middle,RDM1-RDM2,2e-08,2.102e-05,-8.336e-05,7.389e-05,0.0,0.0,ok
middle,RDM2-RDM3,1.6e-07,2.079e-05,-7.931e-05,8.886e-05,0.0,0.0,ok
middle,RDM3-RDM4,8e-08,1.78e-05,-8.429e-05,6.396e-05,0.0,0.0,ok
middle,RDM4-RDM5,0.0,2.512e-05,-0.00012308,0.00010387,0.0,0.0,ok
middle,RDM5-RDM6,2e-08,1.526e-05,-6.703e-05,6.259e-05,0.0,0.0,ok
middle,RDM6-RDM7,-1e-08,4.321e-05,-0.00013495,0.00017843,0.0,0.0,ok
middle,RDM7-RDM8,1.6e-07,0.00087011,-0.01246667,0.01533376,0.0,0.0,ok
middle,RTS1-RTS2,0.0,1.717e-05,-8.893e-05,5.855e-05,0.0,0.0,ok
middle,RTS2-RTS3,-0.0,1.484e-05,-8.237e-05,6.127e-05,0.0,0.0,ok
middle,RTS3-RTS4,-6e-08,1.59e-05,-0.00010271,8.71e-05,0.0,0.0,ok
middle,RTS4-RTS5,-7e-08,1.552e-05,-0.00010299,5.96e-05,0.0,0.0,ok
middle,RTS5-RTS6,-8e-08,1.302e-05,-6.903e-05,6.079e-05,0.0,0.0,ok
middle,RTS6-RTS7,1e-08,1.45e-05,-7.789e-05,6.248e-05,0.0,0.0,ok
middle,RTS7-RTS8,3e-08,1.75e-05,-0.00010452,8.391e-05,0.0,0.0,ok
middle,RTS8-RTS9,1e-08,1.68e-05,-8.142e-05,0.00013406,0.0,0.0,ok
middle,RTS9-RTS10,3.4e-07,2.562e-05,-9.858e-05,0.00011903,0.0,0.0,ok
middle,RTS10-RTS11,2e-07,2.248e-05,-9.898e-05,0.0001067,0.0,0.0,ok
middle,RTS11-RTS12,2e-08,7.07e-06,-3.103e-05,3.1e-05,0.0,0.0,ok
middle,RL1-RL2,2.1e-07,2.516e-05,-0.00011373,0.00016442,0.0,0.0,ok
middle,RL2-RL3,-2.4e-07,4.868e-05,-0.00026103,0.00025019,0.0,0.0,ok
middle,RL3-RL4,2.3e-07,8.38e-05,-0.0003659,0.00044536,0.0,0.0,ok
middle,RL4-RL5,-5.5e-07,6.756e-05,-0.00050693,0.00039444,0.0,0.0,ok
middle,RL5-RL6,3.5e-07,3.544e-05,-0.00016403,0.00020072,0.0,0.0,ok
middle,RL6-RL7,-3.35e-06,0.00025028,-0.00225941,0.00330262,0.0,0.0,ok
middle,RL7-RL8,3.59e-06,0.00024055,-0.00316688,0.00220779,0.0,0.0,ok
middle,RIA1-RIA2,-8e-08,3.152e-05,-0.00010862,0.00010066,0.0,0.0,ok
middle,RIA2-RIA3,-3.1e-07,3.353e-05,-0.00010782,0.00015509,0.0,0.0,ok
middle,RIA3-RIA4,-4.1e-07,0.00010374,-0.00031024,0.00034112,0.0,0.0,ok
middle,RIA4-RIA5,0.0,4.207e-05,-0.00014966,0.00014009,0.0,0.0,ok
middle,RIA5-RIA6,9e-08,1.41e-05,-6.035e-05,5.136e-05,0.0,0.0,ok
middle,RIA6-RIA7,2.7e-07,2.561e-05,-8.767e-05,0.00011396,0.0,0.0,ok
middle,RIA7-RIA8,3.3e-07,4.63e-05,-0.00017451,0.00021069,0.0,0.0,ok
middle,RIA8-RIA9,0.0,2.87e-05,-0.00011556,0.00013319,0.0,0.0,ok
middle,RIA9-RIA10,-2.2e-07,2.429e-05,-0.00010537,0.00010647,0.0,0.0,ok
middle,RIA10-RIA11,-1.7e-07,4.635e-05,-0.00039419,0.00018979,0.0,0.0,ok
middle,RIA11-RIA12,-2e-08,3.476e-05,-0.00026835,0.00019219,0.0,0.0,ok
middle,RIA12-RIA13,-3.4e-07,2.643e-05,-0.00016336,0.00015888,0.0,0.0,ok
middle,RIA13-RIA14,3e-07,4.974e-05,-0.00020815,0.00050059,0.0,0.0,ok
middle,RIA14-RIA15,2.2e-07,1.087e-05,-5.602e-05,4.416e-05,0.0,0.0,ok
middle,RM1-RM2,-2.5e-07,5.962e-05,-0.00022867,0.00021991,0.0,0.0,ok
middle,RM2-RM3,2.2e-07,4.515e-05,-0.00015926,0.00017048,0.0,0.0,ok
middle,RM3-RM4,-3e-08,2.148e-05,-8.245e-05,9.577e-05,0.0,0.0,ok
middle,RM4-RM5,1.2e-07,1.747e-05,-6.852e-05,8.012e-05,0.0,0.0,ok
middle,RM5-RM6,-2.9e-07,4.666e-05,-0.00014799,0.00015943,0.0,0.0,ok
middle,RM6-RM7,1.48e-05,0.00154762,-0.01325347,0.01120669,0.0,0.0,ok
middle,RM7-RM8,-1.483e-05,0.00154771,-0.01119658,0.01325082,0.0,0.0,ok
middle,LPX1-LPX2,1.1e-07,9.18e-06,-3.427e-05,3.256e-05,0.0,0.0,ok
middle,LPX2-LPX3,-0.0,6.04e-06,-2.088e-05,1.984e-05,0.0,0.0,ok
middle,LPX3-LPX4,-3e-08,4.94e-06,-1.744e-05,1.939e-05,0.0,0.0,ok
middle,LPX4-LPX5,-2e-08,5.06e-06,-1.539e-05,1.86e-05,0.0,0.0,ok
middle,LPX5-LPX6,-1e-08,6.36e-06,-2.017e-05,2.4e-05,0.0,0.0,ok
middle,LPX6-LPX7,6e-08,9.2e-06,-3.551e-05,3.581e-05,0.0,0.0,ok
middle,LPX7-LPX8,2e-07,2.16e-05,-8.583e-05,7.73e-05,0.0,0.0,ok
middle,LPX8-LPX9,2.5e-07,2.861e-05,-0.00010748,0.00012345,0.0,0.0,ok
middle,LPX9-LPX10,5e-08,1.542e-05,-5.832e-05,5.028e-05,0.0,0.0,ok
middle,LPX10-LPX11,-1.1e-07,6.38e-06,-2.975e-05,2.385e-05,0.0,0.0,ok
middle,LPX11-LPX12,-3e-08,5.05e-06,-2.423e-05,2.044e-05,0.0,0.0,ok
middle,LTS1-LTS2,2e-08,1.111e-05,-5.792e-05,9.278e-05,0.0,0.0,ok
middle,LTS2-LTS3,6e-08,1.506e-05,-0.00010528,5.878e-05,0.0,0.0,ok
middle,LTS3-LTS4,9e-08,2.476e-05,-0.00011384,0.00015387,0.0,0.0,ok
middle,LTS4-LTS5,-5e-08,4.156e-05,-0.0001622,0.00019125,0.0,0.0,ok
middle,LTS5-LTS6,-1.1e-07,2.638e-05,-0.00014909,0.00011925,0.0,0.0,ok
middle,LTS6-LTS7,3.9e-07,3.666e-05,-0.00014767,0.00020086,0.0,0.0,ok
middle,LTS7-LTS8,-1e-08,1.064e-05,-4.805e-05,4.705e-05,0.0,0.0,ok
middle,LFO1-LFO2,9e-08,1.089e-05,-7.887e-05,3.71e-05,0.0,0.0,ok
middle,LFO2-LFO3,5e-08,2.293e-05,-0.00018273,0.00013195,0.0,0.0,ok
middle,LFO3-LFO4,-2.2e-07,2.475e-05,-0.00010125,0.00013864,0.0,0.0,ok
middle,LFO4-LFO5,6e-08,1.858e-05,-6.446e-05,0.00012302,0.0,0.0,ok
middle,LFO5-LFO6,1.1e-07,1.463e-05,-5.163e-05,6.183e-05,0.0,0.0,ok
middle,LFO6-LFO7,6e-08,1.922e-05,-6.155e-05,7.99e-05,0.0,0.0,ok
middle,LFO7-LFO8,7e-08,5.812e-05,-0.0001899,0.00021474,0.0,0.0,ok
middle,LTM1-LTM2,-5e-08,1.794e-05,-9.476e-05,7.82e-05,0.0,0.0,ok
middle,LTM2-LTM3,-4e-08,2.321e-05,-0.00013848,0.00010118,0.0,0.0,ok
middle,LTM3-LTM4,1.3e-07,4.237e-05,-0.00024917,0.00019426,0.0,0.0,ok
middle,LTM4-LTM5,5.4e-07,6.699e-05,-0.00025765,0.00039722,0.0,0.0,ok
middle,LTM5-LTM6,-1.9e-07,2.929e-05,-0.00022298,0.00015714,0.0,0.0,ok
middle,LTM6-LTM7,2e-08,1.695e-05,-0.00015162,0.00024664,0.0,0.0,ok
middle,LTM7-LTM8,-4e-08,8.98e-06,-6.196e-05,4.082e-05,0.0,0.0,ok
end,RD1-RD2,-7.8e-07,0.00011622,-0.00037953,0.00037208,0.0,0.0,ok
end,RD2-RD3,5.9e-07,5.971e-05,-0.00027112,0.0002542,0.0,0.0,ok
end,RD3-RD4,2.3e-07,3.815e-05,-0.00013491,0.00013291,0.0,0.0,ok
end,RD4-RD5,-3.3e-07,5.674e-05,-0.00017882,0.00017461,0.0,0.0,ok
end,RD5-RD6,-7e-08,1.515e-05,-5.321e-05,6.292e-05,0.0,0.0,ok
end,RD6-RD7,-1e-07,1.507e-05,-6.32e-05,6.248e-05,0.0,0.0,ok
end,RD7-RD8,-6e-08,5.97e-06,-2.822e-05,2.337e-05,0.0,0.0,ok
end,RFO1-RFO2,2.6e-07,0.00012633,-0.00068259,0.000653,0.0,0.0,ok
end,RFO2-RFO3,-3.6e-07,6.097e-05,-0.00027239,0.00020739,0.0,0.0,ok
end,RFO3-RFO4,3e-07,6.297e-05,-0.00020272,0.00029081,0.0,0.0,ok
end,RFO4-RFO5,1.1e-07,5.017e-05,-0.0001583,0.00018017,0.0,0.0,ok
end,RFO5-RFO6,-2.3e-07,7.755e-05,-0.00028907,0.0002657,0.0,0.0,ok
end,RFO6-RFO7,-4e-08,1.428e-05,-6.262e-05,5.239e-05,0.0,0.0,ok
end,RFO7-RFO8,-2e-08,7.71e-06,-3.05e-05,3.064e-05,0.0,0.0,ok
end,RIP1-RIP2,-1.2e-07,5.034e-05,-0.00020954,0.00018882,0.0,0.0,ok
end,RIP2-RIP3,-1e-07,9.096e-05,-0.00038201,0.00045744,0.0,0.0,ok
end,RIP3-RIP4,5e-08,6.25e-05,-0.00020675,0.00024202,0.0,0.0,ok
end,RIP4-RIP5,2.3e-07,4.406e-05,-0.00016878,0.0001813,0.0,0.0,ok
end,RIP5-RIP6,6e-08,1.597e-05,-6.481e-05,5.779e-05,0.0,0.0,ok
end,RIP9-RIP10,1e-08,6.92e-06,-3.63e-05,2.343e-05,0.0,0.0,ok
end,RIP10-RIP11,-3e-08,7.71e-06,-3.063e-05,3.132e-05,0.0,0.0,ok
end,RIP11-RIP12,1.1e-07,2.035e-05,-8.884e-05,7.409e-05,0.0,0.0,ok
end,RIP12-RIP13,1.3e-07,3.308e-05,-0.00012979,0.00020961,0.0,0.0,ok
end,RIP13-RIP14,-8e-08,4.442e-05,-0.00026265,0.00015343,0.0,0.0,ok
end,RIP14-RIP15,-1.1e-07,3.102e-05,-0.00018996,0.00013935,0.0,0.0,ok
end,RDM1-RDM2,5e-08,2.237e-05,-8.97e-05,6.918e-05,0.0,0.0,ok
end,RDM2-RDM3,-9e-08,2.068e-05,-0.00010097,7.118e-05,0.0,0.0,ok
end,RDM3-RDM4,-6e-08,1.67e-05,-7.369e-05,7.421e-05,0.0,0.0,ok
end,RDM4-RDM5,-5e-08,2.154e-05,-0.00012234,8.59e-05,0.0,0.0,ok
end,RDM5-RDM6,-3e-08,1.4e-05,-6e-05,5.073e-05,0.0,0.0,ok
end,RDM6-RDM7,1.2e-07,4.251e-05,-0.00014729,0.00019639,0.0,0.0,ok
end,RDM7-RDM8,6e-08,4.7e-05,-0.00015429,0.00022194,0.0,0.0,ok
end,RTS1-RTS2,-4e-08,1.548e-05,-6.722e-05,5.626e-05,0.0,0.0,ok
end,RTS2-RTS3,-2e-08,1.377e-05,-5.321e-05,5.889e-05,0.0,0.0,ok
end,RTS3-RTS4,-3e-08,1.697e-05,-7.681e-05,7.06e-05,0.0,0.0,ok
end,RTS4-RTS5,-5e-08,1.706e-05,-0.00010794,6.976e-05,0.0,0.0,ok
end,RTS5-RTS6,5e-08,1.432e-05,-6.918e-05,6.218e-05,0.0,0.0,ok
end,RTS6-RTS7,1e-07,1.678e-05,-0.00011051,6.349e-05,0.0,0.0,ok
end,RTS7-RTS8,1e-07,1.923e-05,-0.00011471,8.616e-05,0.0,0.0,ok
end,RTS8-RTS9,1.6e-07,1.683e-05,-8.947e-05,8.496e-05,0.0,0.0,ok
end,RTS9-RTS10,-1e-07,3.011e-05,-0.00011041,0.00013235,0.0,0.0,ok
end,RTS10-RTS11,-5e-08,2.627e-05,-0.00010185,0.00014272,0.0,0.0,ok
end,RTS11-RTS12,2e-08,7.34e-06,-2.898e-05,2.751e-05,0.0,0.0,ok
end,RL1-RL2,3e-08,2.733e-05,-0.00026709,0.00015108,0.0,0.0,ok
end,RL2-RL3,4e-08,5.073e-05,-0.00036116,0.00021606,0.0,0.0,ok
end,RL3-RL4,2e-08,0.00010272,-0.00049604,0.00091411,0.0,0.0,ok
end,RL4-RL5,-3e-08,8.025e-05,-0.00063275,0.0004049,0.0,0.0,ok
end,RL5-RL6,3e-08,3.997e-05,-0.00016188,0.00019516,0.0,0.0,ok
end,RL6-RL7,-4e-08,4.333e-05,-0.00029321,0.00039092,0.0,0.0,ok
end,RL7-RL8,3e-08,2.341e-05,-0.00036208,0.00023588,0.0,0.0,ok
end,RIA1-RIA2,-4e-08,2.552e-05,-9.38e-05,9.712e-05,0.0,0.0,ok
end,RIA2-RIA3,-2e-08,3.32e-05,-0.00012744,0.00011287,0.0,0.0,ok
end,RIA3-RIA4,2.8e-07,8.853e-05,-0.00041012,0.00047573,0.0,0.0,ok
end,RIA4-RIA5,-2.2e-07,4.519e-05,-0.00013663,0.00017386,0.0,0.0,ok
end,RIA5-RIA6,7e-08,6.109e-05,-0.00055744,0.00045009,0.0,0.0,ok
end,RIA6-RIA7,1.9e-07,6.889e-05,-0.00046664,0.00052827,0.0,0.0,ok
end,RIA7-RIA8,-4e-08,5.165e-05,-0.00021021,0.00025192,0.0,0.0,ok
end,RIA8-RIA9,-8e-08,2.923e-05,-0.00020649,0.00014843,0.0,0.0,ok
end,RIA9-RIA10,-0.0,2.476e-05,-9.73e-05,0.00012462,0.0,0.0,ok
end,RIA10-RIA11,1.3e-07,4.771e-05,-0.00029193,0.00025004,0.0,0.0,ok
end,RIA11-RIA12,4e-08,3.617e-05,-0.00021991,0.00017439,0.0,0.0,ok
end,RIA12-RIA13,-1.5e-07,2.532e-05,-0.00012006,0.00012795,0.0,0.0,ok
end,RIA13-RIA14,-6e-08,4.945e-05,-0.00017784,0.00035611,0.0,0.0,ok
end,RIA14-RIA15,2e-08,1.103e-05,-5.664e-05,5.726e-05,0.0,0.0,ok
end,RM1-RM2,2.2e-07,6.162e-05,-0.00024275,0.00024662,0.0,0.0,ok
end,RM2-RM3,-8e-08,4.561e-05,-0.00020327,0.00017886,0.0,0.0,ok
end,RM3-RM4,-9e-08,2.328e-05,-0.00010484,8.846e-05,0.0,0.0,ok
end,RM4-RM5,-9e-08,2.117e-05,-8.418e-05,7.803e-05,0.0,0.0,ok
end,RM5-RM6,2.4e-07,4.519e-05,-0.00018784,0.00020413,0.0,0.0,ok
end,RM6-RM7,-1e-08,3.47e-06,-1.527e-05,1.49e-05,0.0,0.0,ok
end,RM7-RM8,2e-08,4.27e-06,-1.296e-05,1.414e-05,0.0,0.0,ok
end,LPX1-LPX2,5e-08,8.85e-06,-3.413e-05,3.4e-05,0.0,0.0,ok
end,LPX2-LPX3,-1e-08,6.29e-06,-2.765e-05,2.943e-05,0.0,0.0,ok
end,LPX3-LPX4,-0.0,5.39e-06,-2.697e-05,2.068e-05,0.0,0.0,ok
